starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	7	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	17
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	16
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	17
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	17
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	17
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	17
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	8	26	33	24
Thu Apr 28 20:15:45 2022	1651176945	4	29	33	17
Thu Apr 28 20:15:45 2022	1651176945	4	29	34	17
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	18
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	18
Thu Apr 28 20:15:45 2022	1651176945	4	29	34	17
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	4	29	34	17
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	18
Thu Apr 28 20:15:45 2022	1651176945	4	29	34	17
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	18
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	18
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	17
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	17
Thu Apr 28 20:15:45 2022	1651176945	4	29	34	17
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	17
Thu Apr 28 20:15:45 2022	1651176945	4	30	34	17
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	28	34	15
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	27	34	9
Thu Apr 28 20:15:45 2022	1651176945	6	28	34	15
Thu Apr 28 20:15:45 2022	1651176945	6	28	34	15
Thu Apr 28 20:15:45 2022	1651176945	6	28	34	15
Thu Apr 28 20:15:45 2022	1651176945	7	27	34	9
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	29
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	28
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	29
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	28
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	28
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	29
Thu Apr 28 20:15:46 2022	1651176946	2	32	34	29
Thu Apr 28 20:15:45 2022	1651176945	7	28	34	15
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	27
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	27
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	27
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	26
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	26
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	25
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	25
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	25
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	27
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	25
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	2	36	38	24
Thu Apr 28 20:15:45 2022	1651176945	3	36	38	24
